Time,Consumption,Type
2012-09-02,7.780057472914328,No holiday
2012-09-03,7.212781527583899,No holiday
2012-09-04,7.178948328814979,Easter Monday
2012-09-05,7.039276000311564,No holiday
2012-09-06,6.974406178311864,No holiday
2012-09-07,7.006571903649864,No holiday
2012-09-08,7.228821305413005,No holiday
2012-09-09,7.61534013452693,No holiday
2012-09-10,7.30434475968347,No holiday
2012-09-11,7.106922788292916,No holiday
2012-09-12,7.108066810568219,No holiday
2012-09-13,7.021969036348519,No holiday
2012-09-14,7.109937451081191,No holiday
2012-09-15,7.388773925861836,No holiday
2012-09-16,7.810787683256018,No holiday
2012-09-17,7.231383035249083,No holiday
2012-09-18,7.1767889601645205,No holiday
2012-09-19,7.183080725725916,No holiday
2012-09-20,7.263183898619972,No holiday
2012-09-21,7.355400494289732,No holiday
2012-09-22,7.695940843447897,No holiday
2012-09-23,8.777020681418183,No holiday
2012-09-24,8.055785934231947,No holiday
2012-09-25,7.685641145327774,No holiday
2012-09-26,7.783936824268636,No holiday
2012-09-27,7.675530248956483,No holiday
2012-09-28,7.716030318395827,No holiday
2012-09-29,7.913841539903715,No holiday
2012-09-30,8.501883873543465,No holiday
2012-10-01,8.01572010301429,No holiday
2012-10-02,7.806375766754369,No holiday
2012-10-03,7.913011980860668,No holiday
2012-10-04,7.783862411572219,No holiday
2012-10-05,7.930906083980388,No holiday
2012-10-06,8.18160963309873,No holiday
2012-10-07,8.650252443032782,No holiday
2012-10-08,8.310147768758796,No holiday
2012-10-09,8.004151490258325,No holiday
2012-10-10,8.007384950749417,No holiday
2012-10-11,8.262947407262347,No holiday
2012-10-12,7.985117141313037,No holiday
2012-10-13,8.460602597866965,No holiday
2012-10-14,9.091432821209892,No holiday
2012-10-15,8.397849425507774,No holiday
2012-10-16,8.161722948423579,No holiday
2012-10-17,8.19429673754836,No holiday
2012-10-18,8.129079682015222,No holiday
2012-10-19,8.455177575683509,No holiday
2012-10-20,8.68785492989136,No holiday
2012-10-21,9.28935652711124,No holiday
2012-10-22,8.547158837061485,No holiday
2012-10-23,8.478590099029894,No holiday
2012-10-24,8.26884915053428,No holiday
2012-10-25,8.509245925197794,No holiday
2012-10-26,8.865254081245654,No holiday
2012-10-27,9.410242957738364,No holiday
2012-10-28,9.965319947972496,No holiday
2012-10-29,9.04851225888076,No holiday
2012-10-30,8.822287276234288,No holiday
2012-10-31,8.941754984963291,No holiday
2012-11-01,8.878889863772756,No holiday
2012-11-02,9.07793158623684,No holiday
2012-11-03,9.470658543784635,No holiday
2012-11-04,10.323443665824511,No holiday
2012-11-05,9.263669248541746,No holiday
2012-11-06,9.342770767688314,No holiday
2012-11-07,9.145165117094798,No holiday
2012-11-08,9.023955040872009,No holiday
2012-11-09,8.888461973278527,No holiday
2012-11-10,9.454821808127036,No holiday
2012-11-11,9.998868620946292,No holiday
2012-11-12,9.30413158090371,No holiday
2012-11-13,8.762007101757993,No holiday
2012-11-14,8.719759571773077,No holiday
2012-11-15,8.902807505905164,No holiday
2012-11-16,9.12963887183857,No holiday
2012-11-17,9.405842006687958,No holiday
2012-11-18,9.942172947383092,No holiday
2012-11-19,9.269301197162635,No holiday
2012-11-20,9.026037171497425,No holiday
2012-11-21,9.267066997076114,No holiday
2012-11-22,8.999541835872606,No holiday
2012-11-23,8.910866714973746,No holiday
2012-11-24,9.8719338958917,No holiday
2012-11-25,10.113977220157032,No holiday
2012-11-26,9.28084810624362,No holiday
2012-11-27,9.29869334349586,No holiday
2012-11-28,9.582299601557724,No holiday
2012-11-29,9.597217858303985,No holiday
2012-11-30,9.773728743684083,No holiday
2012-12-01,10.466757418768976,No holiday
2012-12-02,10.975913194358233,No holiday
2012-12-03,9.970835141552836,No holiday
2012-12-04,9.75813788144814,No holiday
2012-12-05,10.033028462326596,No holiday
2012-12-06,10.23733812127143,No holiday
2012-12-07,10.083589248115295,No holiday
2012-12-08,10.38553939552132,No holiday
2012-12-09,10.962588608830924,No holiday
2012-12-10,10.000125343704957,No holiday
2012-12-11,10.146461369024406,No holiday
2012-12-12,10.421251929349893,No holiday
2012-12-13,10.44517347708188,No holiday
2012-12-14,10.31828111684326,No holiday
2012-12-15,10.152853712626726,No holiday
2012-12-16,10.495948156908584,No holiday
2012-12-17,9.68615017187367,No holiday
2012-12-18,9.70974438451146,No holiday
2012-12-19,9.88395013643523,No holiday
2012-12-20,9.86590283067741,No holiday
2012-12-21,9.4739585257858,No holiday
2012-12-22,10.234576297104516,No holiday
2012-12-23,10.170425712295351,No holiday
2012-12-24,10.23120019813116,No holiday
2012-12-25,10.682434677347516,Christmas Day
2012-12-26,9.759747537893356,Boxing Day
2012-12-27,9.91776412910305,No holiday
2012-12-28,9.810009949005495,No holiday
2012-12-29,9.921624874914636,No holiday
2012-12-30,10.145211213526562,No holiday
2012-12-31,9.928575502227156,No holiday
2013-01-01,9.96241584058554,New Years Day
2013-01-02,9.857254190309671,No holiday
2013-01-03,9.500386524325611,No holiday
2013-01-04,9.461208756405254,Easter Monday
2013-01-05,9.72480836549112,No holiday
2013-01-06,10.23804585374634,No holiday
2013-01-07,9.476161471845922,No holiday
2013-01-08,9.067791128107393,No holiday
2013-01-09,9.18571061467125,No holiday
2013-01-10,9.606611537110057,No holiday
2013-01-11,9.744071659629004,No holiday
2013-01-12,10.57715925693637,No holiday
2013-01-13,11.12484539725742,No holiday
2013-01-14,10.355289472198502,No holiday
2013-01-15,10.071231091213292,No holiday
2013-01-16,10.370550085993797,No holiday
2013-01-17,10.389235526537623,No holiday
2013-01-18,10.918310723411553,No holiday
2013-01-19,11.620303272079136,No holiday
2013-01-20,12.027769868271683,No holiday
2013-01-21,10.756743030988032,No holiday
2013-01-22,10.622199204000363,No holiday
2013-01-23,10.577957992615245,No holiday
2013-01-24,10.50497375957291,No holiday
2013-01-25,10.644721614919565,No holiday
2013-01-26,10.48359930949716,No holiday
2013-01-27,10.602390019915951,No holiday
2013-01-28,9.993037280130372,No holiday
2013-01-29,9.423849722602176,No holiday
2013-01-30,9.0971106168823,No holiday
2013-01-31,9.254736052823516,No holiday
2013-02-01,9.430410935470151,No holiday
2013-02-02,10.002125557865098,No holiday
2013-02-03,10.862633956119504,No holiday
2013-02-04,9.532007189308484,No holiday
2013-02-05,9.662846581628049,No holiday
2013-02-06,9.861011420007204,No holiday
2013-02-07,9.802924253197803,No holiday
2013-02-08,9.747577965530663,No holiday
